election_key,election_date,election_type,contest,contest_slug,contest_order,candidate,candidate_party,candidate_order,precinct,ward,votes
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,1-1,1,139
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,1-2,1,217
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,1-3,1,220
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,2-1,2,184
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,2-2,2,228
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,2-3,2,264
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,3-1,3,150
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,3-1A,3,242
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,3-2,3,213
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,3-3,3,359
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,4-1,4,186
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,4-2,4,125
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,4-3,4,179
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,5-1,5,220
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,5-2,5,492
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,5-3,5,150
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,5-3A,5,169
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,6-1,6,357
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,6-2,6,207
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,6-3,6,211
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,7-1,7,124
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,7-2,7,178
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,7-3,7,128
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,7-3A,7,77
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,8-1,8,280
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,8-2,8,131
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,GARY J. CHRISTENSON,,1,8-3,8,127
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,LISSETTE ARACELY ALVARADO,,2,1-1,1,53
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,LISSETTE ARACELY ALVARADO,,2,1-2,1,59
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,LISSETTE ARACELY ALVARADO,,2,1-3,1,79
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,LISSETTE ARACELY ALVARADO,,2,2-1,2,82
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,LISSETTE ARACELY ALVARADO,,2,2-2,2,75
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,LISSETTE ARACELY ALVARADO,,2,2-3,2,110
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,LISSETTE ARACELY ALVARADO,,2,3-1,3,85
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,LISSETTE ARACELY ALVARADO,,2,3-1A,3,66
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,LISSETTE ARACELY ALVARADO,,2,3-2,3,80
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,LISSETTE ARACELY ALVARADO,,2,3-3,3,133
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,LISSETTE ARACELY ALVARADO,,2,4-1,4,62
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,LISSETTE ARACELY ALVARADO,,2,4-2,4,45
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,LISSETTE ARACELY ALVARADO,,2,4-3,4,81
malden_municipal_election_2023_11_07,2023-11-07,municipal,MAYOR,mayor,1,LISSETTE ARACELY ALVARADO,,2,5-1,5,107
